class;precision;recall;f1-score
ang;0.9803921568627452;1.0;0.99009900990099
dis;0.98;0.98;0.98
fea;1.0;0.99;0.9949748743718592
hap;0.9895833333333334;0.95;0.9693877551020408
neu;1.0;1.0;1.0
sad;0.98989898989899;0.98;0.9849246231155778
sur;0.9519230769230768;0.99;0.9705882352941176
macro avg;0.9845425081454492;0.9842857142857144;0.9842820711120835
weighted avg;0.9845425081454492;0.9842857142857144;0.9842820711120835
