class;precision;recall;f1-score
neg;0.967741935483871;0.975;0.971357409713574
not;0.9663299663299664;0.9566666666666668;0.9614740368509213
macro avg;0.9670359509069186;0.9658333333333332;0.9664157232822476
weighted avg;0.9671368058464834;0.9671428571428572;0.9671216784867228
