class;precision;recall;f1-score
neg;0.6411067193675889;0.8109999999999999;0.7161147902869758
not;0.6631016042780749;0.450363196125908;0.5364095169430424
macro avg;0.6521041618228318;0.630681598062954;0.626262153615009
weighted avg;0.6510562127608317;0.6478641840087623;0.6348242339988658
