class;precision;recall;f1-score
ang;0.9519230769230768;0.99;0.9705882352941176
dis;0.9693877551020408;0.95;0.9595959595959594
fea;1.0;0.97;0.9847715736040608
hap;0.9065420560747663;0.97;0.9371980676328504
neu;1.0;1.0;1.0
sad;0.98;0.98;0.98
sur;0.9574468085106383;0.9;0.9278350515463918
macro avg;0.9664713852300746;0.9657142857142856;0.9657126982390544
weighted avg;0.9664713852300748;0.9657142857142856;0.9657126982390544
