class;precision;recall;f1-score
neg;0.7372830640335128;0.8429695518303113;0.7865921787709497
not;0.6988188976377953;0.5481214616572311;0.6143640034612057
macro avg;0.7180509808356541;0.6955455067437712;0.7004780911160777
weighted avg;0.7219242733826952;0.7252363337443486;0.7178212489257313
