class;precision;recall;f1-score
ang;0.98989898989899;0.98;0.9849246231155778
dis;0.98989898989899;0.98;0.9849246231155778
fea;0.99009900990099;1.0;0.9950248756218906
hap;0.9897959183673468;0.97;0.9797979797979798
neu;0.99009900990099;1.0;0.9950248756218906
sad;0.99;0.99;0.99
sur;0.9705882352941176;0.99;0.9801980198019802
macro avg;0.987197164751632;0.9871428571428572;0.9871278567249852
weighted avg;0.9871971647516321;0.9871428571428572;0.9871278567249852
