class;precision;recall;f1-score
neg;0.8227848101265823;0.8552631578947368;0.8387096774193549
not;0.8;0.7586206896551724;0.7787610619469026
macro avg;0.8113924050632912;0.8069419237749547;0.8087353696831288
weighted avg;0.8129227281314945;0.8134328358208955;0.8127617692297859
