class;precision;recall;f1-score
neg;0.6973321067157314;0.758;0.7264015333013897
not;0.6725304465493911;0.6016949152542372;0.6351437699680511
macro avg;0.6849312766325613;0.6798474576271186;0.6807726516347203
weighted avg;0.6861129548551634;0.6872946330777656;0.6851206392634173
