class;precision;recall;f1-score
neg;0.797752808988764;0.9342105263157896;0.8606060606060606
not;0.8888888888888888;0.6896551724137931;0.7766990291262136
macro avg;0.8433208489388264;0.8119328493647913;0.818652544866137
weighted avg;0.8371997689455344;0.8283582089552238;0.8242880917565746
