class;precision;recall;f1-score
macro avg;0.7246914220516544;0.6444378508847964;0.6551427162934089
neg;0.7580645161290323;0.924468922108576;0.8330379298121232
not;0.6913183279742765;0.3644067796610169;0.4772475027746947
weighted avg;0.7369037149407969;0.7469102632993014;0.7202403199507138
