class;precision;recall;f1-score
neg;0.6712328767123288;0.8166666666666667;0.7368421052631579
not;0.7659574468085106;0.6;0.6728971962616823
macro avg;0.7185951617604197;0.7083333333333333;0.7048696507624201
weighted avg;0.7185951617604196;0.7083333333333334;0.70486965076242
