class;precision;recall;f1-score
neg;0.573170731707317;0.7833333333333333;0.6619718309859154
not;0.6578947368421053;0.4166666666666667;0.5102040816326531
macro avg;0.6155327342747112;0.6;0.5860879563092842
weighted avg;0.6155327342747111;0.6;0.5860879563092841
