class;precision;recall;f1-score
neg;0.6904830778131328;0.8166267533356141;0.7482758620689655
not;0.6195883605393896;0.4493051981471951;0.5208830548926013
macro avg;0.6550357191762612;0.6329659757414046;0.6345794584807833
weighted avg;0.6621747268754257;0.6699547883271681;0.6574776244315476
