class;precision;recall;f1-score
neg;0.8121827411167513;0.8333333333333334;0.8226221079691517
not;0.8036809815950919;0.7797619047619048;0.7915407854984894
macro avg;0.8079318613559217;0.8065476190476191;0.8070814467338205
weighted avg;0.8082152533399769;0.8083333333333333;0.8081174908161759
