class;precision;recall;f1-score
neg;0.9900249376558604;0.9925;0.9912609238451936
not;0.9899665551839464;0.9866666666666668;0.9883138564273792
macro avg;0.9899957464199034;0.9895833333333334;0.9897873901362864
weighted avg;0.9899999165964688;0.99;0.9899978949518444
