class;precision;recall;f1-score
neg;0.9950124688279302;0.9975;0.99625468164794
not;0.9966555183946488;0.9933333333333332;0.9949916527545908
macro avg;0.9958339936112894;0.9954166666666666;0.9956231672012654
weighted avg;0.9957166329279524;0.9957142857142856;0.9957133835507904
