class;precision;recall;f1-score
neg;0.7558685446009391;0.8385416666666666;0.7950617283950618
not;0.7891156462585034;0.6904761904761905;0.7365079365079366
macro avg;0.7724920954297212;0.7645089285714286;0.7657848324514992
weighted avg;0.7713838587078024;0.7694444444444445;0.7677366255144034
