class;precision;recall;f1-score
neg;0.8055964653902798;0.8607395751376868;0.8322556104982883
not;0.6481113320079522;0.5525423728813559;0.5965233302836229
macro avg;0.726853898699116;0.7066409740095214;0.7143894703909557
weighted avg;0.7556683468005038;0.7630306286942504;0.7575204974802052
