class;precision;recall;f1-score
neg;0.7522935779816514;0.9032258064516128;0.820879513764748
not;0.6328358208955224;0.3593220338983051;0.4583783783783784
macro avg;0.6925646994385869;0.631273920174959;0.6396289460715632
weighted avg;0.7144214250096922;0.7307898979043524;0.7059543821806759
