class;precision;recall;f1-score
neg;0.7903225806451613;0.8381799521040028;0.8135480657479661
not;0.7321630804077011;0.6654657745753989;0.6972229711512538
macro avg;0.7612428305264312;0.7518228633397008;0.7553855184496099
weighted avg;0.7670994180965823;0.7692149609535552;0.7670993072602118
