Dataset;Labeling;Preprocessing;Subset;Neighbors;Model score
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;35;0.6862569432001433
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;36;0.6858985844830675
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;37;0.6842859702562265
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;38;0.6844651496147643
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;39;0.6853610464074539
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;40;0.6844651496147643
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;41;0.6844651496147643
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;42;0.6841067908976886
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;43;0.6850026876903781
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;44;0.6841067908976886
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;45;0.6853610464074539
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;46;0.6848235083318401
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;47;0.6855402257659917
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;48;0.6846443289733023
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;49;0.6848235083318401
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;50;0.6848235083318401
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;51;0.6846443289733023
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;52;0.6846443289733023
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;53;0.6842859702562265
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;54;0.6848235083318401
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;55;0.6842859702562265
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;56;0.6837484321806128
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;57;0.6835692528220749
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;58;0.683390073463537
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;59;0.6835692528220749
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;60;0.6837484321806128
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;61;0.6837484321806128
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;62;0.6839276115391507
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;63;0.6835692528220749
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;64;0.6839276115391507
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;65;0.6839276115391507
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;66;0.6841067908976886
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;67;0.6835692528220749
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;68;0.6839276115391507
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;69;0.6835692528220749
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;70;0.6835692528220749
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;71;0.683390073463537
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;72;0.683390073463537
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;73;0.683390073463537
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;74;0.683390073463537
Crema-D;Positive vs. neutral vs. negative;Normalization;Train;75;0.6832108941049991
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;2;0.8070238308546855
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;3;0.8075613689302993
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;4;0.77512990503494
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;5;0.77512990503494
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;6;0.7593621214836049
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;7;0.7609747357104462
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;8;0.7505823329152481
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;9;0.7498656154810965
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;10;0.7469987457444902
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;11;0.7421609030639671
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;12;0.7421609030639671
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;13;0.7412650062712776
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;14;0.7389356746102849
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;15;0.7367855223078301
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;16;0.73338111449561
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;17;0.73338111449561
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;18;0.7344561906468375
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;19;0.7314101415516933
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;20;0.7299767066833901
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;21;0.7306934241175417
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;22;0.7292599892492385
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;23;0.7271098369467838
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;24;0.7290808098907006
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;25;0.7281849130980111
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;26;0.7274681956638596
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;27;0.7269306575882458
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;28;0.7260347607955564
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;29;0.7254972227199427
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;30;0.72316789105895
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;31;0.7226303529833363
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;32;0.7208385593979574
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;33;0.7233470704174879
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;34;0.7206593800394194
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;35;0.7195843038881921
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;36;0.7179716896613509
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;37;0.7192259451711163
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;38;0.7188675864540405
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;39;0.7188675864540405
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;40;0.7170757928686615
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;41;0.7181508690198889
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;42;0.7170757928686615
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;43;0.7188675864540405
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;44;0.7160007167174341
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;45;0.7152839992832826
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;46;0.7134922056979036
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;47;0.7134922056979036
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;48;0.7134922056979036
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;49;0.7122379501881383
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;50;0.7115212327539867
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;51;0.7122379501881383
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;52;0.7115212327539867
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;53;0.7117004121125247
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;54;0.7088335423759183
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;55;0.7106253359612973
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;56;0.709371080451532
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;57;0.7118795914710625
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;58;0.7086543630173804
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;59;0.7102669772442215
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;60;0.7084751836588425
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;61;0.7082960043003046
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;62;0.7079376455832288
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;63;0.7091919010929941
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;64;0.7090127217344562
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;65;0.7086543630173804
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;66;0.7072209281490772
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;67;0.7074001075076152
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;68;0.7072209281490772
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;69;0.7070417487905394
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;70;0.7057874932807741
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;71;0.7065042107149256
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;72;0.7059666726393119
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;73;0.7061458519978498
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;74;0.7056083139222361
Crema-D;Positive vs. neutral vs. negative;Standardization;Train;75;0.7052499552051603
Crema-D;Negative vs. non-negative;None;Train;2;0.7964522487009497
Crema-D;Negative vs. non-negative;None;Train;3;0.7959147106253359
Crema-D;Negative vs. non-negative;None;Train;4;0.761333094427522
Crema-D;Negative vs. non-negative;None;Train;5;0.7590037627665293
Crema-D;Negative vs. non-negative;None;Train;6;0.7430567998566565
Crema-D;Negative vs. non-negative;None;Train;7;0.7461028489518008
Crema-D;Negative vs. non-negative;None;Train;8;0.7303350654004659
Crema-D;Negative vs. non-negative;None;Train;9;0.7289016305321627
Crema-D;Negative vs. non-negative;None;Train;10;0.7235262497760258
Crema-D;Negative vs. non-negative;None;Train;11;0.7192259451711163
Crema-D;Negative vs. non-negative;None;Train;12;0.7167174341515857
Crema-D;Negative vs. non-negative;None;Train;13;0.7161798960759721
Crema-D;Negative vs. non-negative;None;Train;14;0.7151048199247446
Crema-D;Negative vs. non-negative;None;Train;15;0.7134922056979036
Crema-D;Negative vs. non-negative;None;Train;16;0.7088335423759183
Crema-D;Negative vs. non-negative;None;Train;17;0.707758466224691
Crema-D;Negative vs. non-negative;None;Train;18;0.7070417487905394
Crema-D;Negative vs. non-negative;None;Train;19;0.7059666726393119
Crema-D;Negative vs. non-negative;None;Train;20;0.7074001075076152
Crema-D;Negative vs. non-negative;None;Train;21;0.7061458519978498
Crema-D;Negative vs. non-negative;None;Train;22;0.7027414441856298
Crema-D;Negative vs. non-negative;None;Train;23;0.7054291345636983
Crema-D;Negative vs. non-negative;None;Train;24;0.6993370363734098
Crema-D;Negative vs. non-negative;None;Train;25;0.7030998029027056
Crema-D;Negative vs. non-negative;None;Train;26;0.7002329331660992
Crema-D;Negative vs. non-negative;None;Train;27;0.7004121125246372
Crema-D;Negative vs. non-negative;None;Train;28;0.6986203189392582
Crema-D;Negative vs. non-negative;None;Train;29;0.6984411395807203
Crema-D;Negative vs. non-negative;None;Train;30;0.6964701666368034
Crema-D;Negative vs. non-negative;None;Train;31;0.6975452427880309
Crema-D;Negative vs. non-negative;None;Train;32;0.6943200143343486
Crema-D;Negative vs. non-negative;None;Train;33;0.6973660634294929
Crema-D;Negative vs. non-negative;None;Train;34;0.6936032969001971
Crema-D;Negative vs. non-negative;None;Train;35;0.6962909872782655
Crema-D;Negative vs. non-negative;None;Train;36;0.6936032969001971
Crema-D;Negative vs. non-negative;None;Train;37;0.6944991936928866
Crema-D;Negative vs. non-negative;None;Train;38;0.6941408349758108
Crema-D;Negative vs. non-negative;None;Train;39;0.6943200143343486
Crema-D;Negative vs. non-negative;None;Train;40;0.6923490413904319
Crema-D;Negative vs. non-negative;None;Train;41;0.6950367317685002
Crema-D;Negative vs. non-negative;None;Train;42;0.6934241175416592
Crema-D;Negative vs. non-negative;None;Train;43;0.6982619602221825
Crema-D;Negative vs. non-negative;None;Train;44;0.6937824762587349
Crema-D;Negative vs. non-negative;None;Train;45;0.6964701666368034
Crema-D;Negative vs. non-negative;None;Train;46;0.6957534492026518
Crema-D;Negative vs. non-negative;None;Train;47;0.6955742698441141
Crema-D;Negative vs. non-negative;None;Train;48;0.6948575524099624
Crema-D;Negative vs. non-negative;None;Train;49;0.6950367317685002
Crema-D;Negative vs. non-negative;None;Train;50;0.6936032969001971
Crema-D;Negative vs. non-negative;None;Train;51;0.6928865794660455
Crema-D;Negative vs. non-negative;None;Train;52;0.6925282207489697
Crema-D;Negative vs. non-negative;None;Train;53;0.6934241175416592
Crema-D;Negative vs. non-negative;None;Train;54;0.6939616556172729
Crema-D;Negative vs. non-negative;None;Train;55;0.6950367317685002
Crema-D;Negative vs. non-negative;None;Train;56;0.6966493459953413
Crema-D;Negative vs. non-negative;None;Train;57;0.6928865794660455
Crema-D;Negative vs. non-negative;None;Train;58;0.6953950904855761
Crema-D;Negative vs. non-negative;None;Train;59;0.6932449381831213
Crema-D;Negative vs. non-negative;None;Train;60;0.6918115033148181
Crema-D;Negative vs. non-negative;None;Train;61;0.6925282207489697
Crema-D;Negative vs. non-negative;None;Train;62;0.6943200143343486
Crema-D;Negative vs. non-negative;None;Train;63;0.6941408349758108
Crema-D;Negative vs. non-negative;None;Train;64;0.6914531445977423
Crema-D;Negative vs. non-negative;None;Train;65;0.6932449381831213
Crema-D;Negative vs. non-negative;None;Train;66;0.6916323239562803
Crema-D;Negative vs. non-negative;None;Train;67;0.6912739652392045
Crema-D;Negative vs. non-negative;None;Train;68;0.6894821716538255
Crema-D;Negative vs. non-negative;None;Train;69;0.6896613510123634
Crema-D;Negative vs. non-negative;None;Train;70;0.6903780684465151
Crema-D;Negative vs. non-negative;None;Train;71;0.6907364271635907
Crema-D;Negative vs. non-negative;None;Train;72;0.6910947858806665
Crema-D;Negative vs. non-negative;None;Train;73;0.6914531445977423
Crema-D;Negative vs. non-negative;None;Train;74;0.6891238129367497
Crema-D;Negative vs. non-negative;None;Train;75;0.6885862748611359
Crema-D;Negative vs. non-negative;Normalization;Train;2;0.797527324852177
Crema-D;Negative vs. non-negative;Normalization;Train;3;0.792510302813116
Crema-D;Negative vs. non-negative;Normalization;Train;4;0.7554201755957713
Crema-D;Negative vs. non-negative;Normalization;Train;5;0.754345099444544
Crema-D;Negative vs. non-negative;Normalization;Train;6;0.7385773158932091
Crema-D;Negative vs. non-negative;Normalization;Train;7;0.738756495251747
Crema-D;Negative vs. non-negative;Normalization;Train;8;0.7306934241175417
Crema-D;Negative vs. non-negative;Normalization;Train;9;0.7301558860419279
Crema-D;Negative vs. non-negative;Normalization;Train;10;0.7233470704174879
Crema-D;Negative vs. non-negative;Normalization;Train;11;0.7247805052857911
Crema-D;Negative vs. non-negative;Normalization;Train;12;0.7167174341515857
Crema-D;Negative vs. non-negative;Normalization;Train;13;0.714567281849131
Crema-D;Negative vs. non-negative;Normalization;Train;14;0.7149256405662068
Crema-D;Negative vs. non-negative;Normalization;Train;15;0.7140297437735172
Crema-D;Negative vs. non-negative;Normalization;Train;16;0.7124171295466762
Crema-D;Negative vs. non-negative;Normalization;Train;17;0.7136713850564415
Crema-D;Negative vs. non-negative;Normalization;Train;18;0.7084751836588425
Crema-D;Negative vs. non-negative;Normalization;Train;19;0.7090127217344562
Crema-D;Negative vs. non-negative;Normalization;Train;20;0.7057874932807741
Crema-D;Negative vs. non-negative;Normalization;Train;21;0.7095502598100699
Crema-D;Negative vs. non-negative;Normalization;Train;22;0.7041748790539331
Crema-D;Negative vs. non-negative;Normalization;Train;23;0.7070417487905394
Crema-D;Negative vs. non-negative;Normalization;Train;24;0.7023830854685539
Crema-D;Negative vs. non-negative;Normalization;Train;25;0.7063250313563877
Crema-D;Negative vs. non-negative;Normalization;Train;26;0.7036373409783193
Crema-D;Negative vs. non-negative;Normalization;Train;27;0.7004121125246372
Crema-D;Negative vs. non-negative;Normalization;Train;28;0.6996953950904856
Crema-D;Negative vs. non-negative;Normalization;Train;29;0.698978677656334
Crema-D;Negative vs. non-negative;Normalization;Train;30;0.6977244221465687
Crema-D;Negative vs. non-negative;Normalization;Train;31;0.6979036015051067
Crema-D;Negative vs. non-negative;Normalization;Train;32;0.6961118079197276
Crema-D;Negative vs. non-negative;Normalization;Train;33;0.6957534492026518
Crema-D;Negative vs. non-negative;Normalization;Train;34;0.6950367317685002
Crema-D;Negative vs. non-negative;Normalization;Train;35;0.6959326285611898
Crema-D;Negative vs. non-negative;Normalization;Train;36;0.6959326285611898
Crema-D;Negative vs. non-negative;Normalization;Train;37;0.6980827808636445
Crema-D;Negative vs. non-negative;Normalization;Train;38;0.697186884070955
Crema-D;Negative vs. non-negative;Normalization;Train;39;0.6937824762587349
Crema-D;Negative vs. non-negative;Normalization;Train;40;0.6948575524099624
Crema-D;Negative vs. non-negative;Normalization;Train;41;0.6928865794660455
Crema-D;Negative vs. non-negative;Normalization;Train;42;0.6928865794660455
Crema-D;Negative vs. non-negative;Normalization;Train;43;0.6918115033148181
Crema-D;Negative vs. non-negative;Normalization;Train;44;0.6918115033148181
Crema-D;Negative vs. non-negative;Normalization;Train;45;0.6919906826733561
Crema-D;Negative vs. non-negative;Normalization;Train;46;0.6914531445977423
Crema-D;Negative vs. non-negative;Normalization;Train;47;0.6928865794660455
Crema-D;Negative vs. non-negative;Normalization;Train;48;0.6910947858806665
Crema-D;Negative vs. non-negative;Normalization;Train;49;0.6925282207489697
Crema-D;Negative vs. non-negative;Normalization;Train;50;0.6910947858806665
Crema-D;Negative vs. non-negative;Normalization;Train;51;0.6907364271635907
Crema-D;Negative vs. non-negative;Normalization;Train;52;0.6905572478050529
Crema-D;Negative vs. non-negative;Normalization;Train;53;0.6905572478050529
Crema-D;Negative vs. non-negative;Normalization;Train;54;0.6901988890879771
Crema-D;Negative vs. non-negative;Normalization;Train;55;0.6910947858806665
Crema-D;Negative vs. non-negative;Normalization;Train;56;0.6891238129367497
Crema-D;Negative vs. non-negative;Normalization;Train;57;0.6896613510123634
Crema-D;Negative vs. non-negative;Normalization;Train;58;0.6880487367855223
Crema-D;Negative vs. non-negative;Normalization;Train;59;0.6882279161440602
Crema-D;Negative vs. non-negative;Normalization;Train;60;0.6869736606342949
Crema-D;Negative vs. non-negative;Normalization;Train;61;0.6876903780684465
Crema-D;Negative vs. non-negative;Normalization;Train;62;0.6866153019172191
Crema-D;Negative vs. non-negative;Normalization;Train;63;0.6864361225586812
Crema-D;Negative vs. non-negative;Normalization;Train;64;0.6878695574269844
Crema-D;Negative vs. non-negative;Normalization;Train;65;0.6885862748611359
Crema-D;Negative vs. non-negative;Normalization;Train;66;0.6873320193513707
Crema-D;Negative vs. non-negative;Normalization;Train;67;0.6875111987099086
Crema-D;Negative vs. non-negative;Normalization;Train;68;0.6875111987099086
Crema-D;Negative vs. non-negative;Normalization;Train;69;0.6860777638416055
Crema-D;Negative vs. non-negative;Normalization;Train;70;0.6876903780684465
Crema-D;Negative vs. non-negative;Normalization;Train;71;0.6882279161440602
Crema-D;Negative vs. non-negative;Normalization;Train;72;0.6876903780684465
Crema-D;Negative vs. non-negative;Normalization;Train;73;0.6876903780684465
Crema-D;Negative vs. non-negative;Normalization;Train;74;0.6875111987099086
Crema-D;Negative vs. non-negative;Normalization;Train;75;0.6858985844830675
Crema-D;Negative vs. non-negative;Standardization;Train;2;0.8333631965597563
Crema-D;Negative vs. non-negative;Standardization;Train;3;0.8380218598817416
Crema-D;Negative vs. non-negative;Standardization;Train;4;0.7968106074180255
Crema-D;Negative vs. non-negative;Standardization;Train;5;0.8034402436839276
Crema-D;Negative vs. non-negative;Standardization;Train;6;0.7817595413008421
Crema-D;Negative vs. non-negative;Standardization;Train;7;0.7901809711521233
Crema-D;Negative vs. non-negative;Standardization;Train;8;0.7719046765812578
Crema-D;Negative vs. non-negative;Standardization;Train;9;0.7762049811861673
Crema-D;Negative vs. non-negative;Standardization;Train;10;0.7677835513348862
Crema-D;Negative vs. non-negative;Standardization;Train;11;0.7736964701666368
Crema-D;Negative vs. non-negative;Standardization;Train;12;0.7659917577495072
Crema-D;Negative vs. non-negative;Standardization;Train;13;0.7722630352983336
Crema-D;Negative vs. non-negative;Standardization;Train;14;0.7652750403153556
Crema-D;Negative vs. non-negative;Standardization;Train;15;0.7659917577495072
Crema-D;Negative vs. non-negative;Standardization;Train;16;0.7638416054470525
Crema-D;Negative vs. non-negative;Standardization;Train;17;0.7659917577495072
Crema-D;Negative vs. non-negative;Standardization;Train;18;0.7604371976348324
Crema-D;Negative vs. non-negative;Standardization;Train;19;0.7615122737860599
Crema-D;Negative vs. non-negative;Standardization;Train;20;0.7554201755957713
Crema-D;Negative vs. non-negative;Standardization;Train;21;0.7575703278982261
Crema-D;Negative vs. non-negative;Standardization;Train;22;0.7541659200860061
Crema-D;Negative vs. non-negative;Standardization;Train;23;0.7554201755957713
Crema-D;Negative vs. non-negative;Standardization;Train;24;0.754345099444544
Crema-D;Negative vs. non-negative;Standardization;Train;25;0.7557785343128471
Crema-D;Negative vs. non-negative;Standardization;Train;26;0.7538075613689303
Crema-D;Negative vs. non-negative;Standardization;Train;27;0.7555993549543093
Crema-D;Negative vs. non-negative;Standardization;Train;28;0.7545242788030819
Crema-D;Negative vs. non-negative;Standardization;Train;29;0.7532700232933166
Crema-D;Negative vs. non-negative;Standardization;Train;30;0.7502239741981723
Crema-D;Negative vs. non-negative;Standardization;Train;31;0.7514782297079377
Crema-D;Negative vs. non-negative;Standardization;Train;32;0.7478946425371797
Crema-D;Negative vs. non-negative;Standardization;Train;33;0.7516574090664755
Crema-D;Negative vs. non-negative;Standardization;Train;34;0.7459236695932628
Crema-D;Negative vs. non-negative;Standardization;Train;35;0.7507615122737861
Crema-D;Negative vs. non-negative;Standardization;Train;36;0.745744490234725
Crema-D;Negative vs. non-negative;Standardization;Train;37;0.7493280774054829
Crema-D;Negative vs. non-negative;Standardization;Train;38;0.745565310876187
Crema-D;Negative vs. non-negative;Standardization;Train;39;0.7453861315176492
Crema-D;Negative vs. non-negative;Standardization;Train;40;0.7419817237054291
Crema-D;Negative vs. non-negative;Standardization;Train;41;0.7437735172908081
Crema-D;Negative vs. non-negative;Standardization;Train;42;0.7428776204981186
Crema-D;Negative vs. non-negative;Standardization;Train;43;0.745744490234725
Crema-D;Negative vs. non-negative;Standardization;Train;44;0.7400107507615122
Crema-D;Negative vs. non-negative;Standardization;Train;45;0.7443110553664218
Crema-D;Negative vs. non-negative;Standardization;Train;46;0.7405482888371261
Crema-D;Negative vs. non-negative;Standardization;Train;47;0.7434151585737323
Crema-D;Negative vs. non-negative;Standardization;Train;48;0.7389356746102849
Crema-D;Negative vs. non-negative;Standardization;Train;49;0.7421609030639671
Crema-D;Negative vs. non-negative;Standardization;Train;50;0.7410858269127396
Crema-D;Negative vs. non-negative;Standardization;Train;51;0.7432359792151945
Crema-D;Negative vs. non-negative;Standardization;Train;52;0.7416233649883534
Crema-D;Negative vs. non-negative;Standardization;Train;53;0.7443110553664218
Crema-D;Negative vs. non-negative;Standardization;Train;54;0.7392940333273607
Crema-D;Negative vs. non-negative;Standardization;Train;55;0.7412650062712776
Crema-D;Negative vs. non-negative;Standardization;Train;56;0.7376814191005197
Crema-D;Negative vs. non-negative;Standardization;Train;57;0.7401899301200502
Crema-D;Negative vs. non-negative;Standardization;Train;58;0.7382189571761333
Crema-D;Negative vs. non-negative;Standardization;Train;59;0.7401899301200502
Crema-D;Negative vs. non-negative;Standardization;Train;60;0.7394732126858986
Crema-D;Negative vs. non-negative;Standardization;Train;61;0.7412650062712776
Crema-D;Negative vs. non-negative;Standardization;Train;62;0.7382189571761333
Crema-D;Negative vs. non-negative;Standardization;Train;63;0.7385773158932091
Crema-D;Negative vs. non-negative;Standardization;Train;64;0.7373230603834439
Crema-D;Negative vs. non-negative;Standardization;Train;65;0.7378605984590575
Crema-D;Negative vs. non-negative;Standardization;Train;66;0.7335602938541479
Crema-D;Negative vs. non-negative;Standardization;Train;67;0.7373230603834439
Crema-D;Negative vs. non-negative;Standardization;Train;68;0.7364271635907543
Crema-D;Negative vs. non-negative;Standardization;Train;69;0.7373230603834439
Crema-D;Negative vs. non-negative;Standardization;Train;70;0.7371438810249059
Crema-D;Negative vs. non-negative;Standardization;Train;71;0.7383981365346712
Crema-D;Negative vs. non-negative;Standardization;Train;72;0.7349937287224512
Crema-D;Negative vs. non-negative;Standardization;Train;73;0.7360688048736785
Crema-D;Negative vs. non-negative;Standardization;Train;74;0.7339186525712238
Crema-D;Negative vs. non-negative;Standardization;Train;75;0.7373230603834439
SAVEE;Descrete basic emotions;None;Train;2;0.6555555555555556
SAVEE;Descrete basic emotions;None;Train;3;0.5888888888888889
SAVEE;Descrete basic emotions;None;Train;4;0.5805555555555556
SAVEE;Descrete basic emotions;None;Train;5;0.5027777777777778
SAVEE;Descrete basic emotions;None;Train;6;0.4805555555555556
SAVEE;Descrete basic emotions;None;Train;7;0.45
SAVEE;Descrete basic emotions;None;Train;8;0.4527777777777778
SAVEE;Descrete basic emotions;None;Train;9;0.4305555555555556
SAVEE;Descrete basic emotions;None;Train;10;0.4138888888888889
SAVEE;Descrete basic emotions;None;Train;11;0.3972222222222222
SAVEE;Descrete basic emotions;None;Train;12;0.4055555555555556
SAVEE;Descrete basic emotions;None;Train;13;0.38333333333333336
SAVEE;Descrete basic emotions;None;Train;14;0.375
SAVEE;Descrete basic emotions;None;Train;15;0.3694444444444445
SAVEE;Descrete basic emotions;None;Train;16;0.3583333333333333
SAVEE;Descrete basic emotions;None;Train;17;0.3694444444444445
SAVEE;Descrete basic emotions;None;Train;18;0.37222222222222223
SAVEE;Descrete basic emotions;None;Train;19;0.3638888888888889
SAVEE;Descrete basic emotions;None;Train;20;0.3666666666666665
SAVEE;Descrete basic emotions;None;Train;21;0.3472222222222222
SAVEE;Descrete basic emotions;None;Train;22;0.3555555555555556
SAVEE;Descrete basic emotions;None;Train;23;0.3527777777777778
SAVEE;Descrete basic emotions;None;Train;24;0.3666666666666665
SAVEE;Descrete basic emotions;None;Train;25;0.3583333333333333
SAVEE;Descrete basic emotions;None;Train;26;0.35
SAVEE;Descrete basic emotions;None;Train;27;0.3472222222222222
SAVEE;Descrete basic emotions;None;Train;28;0.3416666666666667
SAVEE;Descrete basic emotions;None;Train;29;0.3416666666666667
SAVEE;Descrete basic emotions;None;Train;30;0.34444444444444444
SAVEE;Descrete basic emotions;None;Train;31;0.3416666666666667
SAVEE;Descrete basic emotions;None;Train;32;0.35
SAVEE;Descrete basic emotions;None;Train;33;0.33611111111111114
SAVEE;Descrete basic emotions;None;Train;34;0.3472222222222222
SAVEE;Descrete basic emotions;None;Train;35;0.3388888888888889
SAVEE;Descrete basic emotions;None;Train;36;0.35
SAVEE;Descrete basic emotions;None;Train;37;0.3388888888888889
SAVEE;Descrete basic emotions;None;Train;38;0.34444444444444444
SAVEE;Descrete basic emotions;None;Train;39;0.3416666666666667
SAVEE;Descrete basic emotions;None;Train;40;0.3333333333333333
SAVEE;Descrete basic emotions;None;Train;41;0.33055555555555555
SAVEE;Descrete basic emotions;None;Train;42;0.325
SAVEE;Descrete basic emotions;None;Train;43;0.32222222222222224
SAVEE;Descrete basic emotions;None;Train;44;0.3194444444444444
SAVEE;Descrete basic emotions;None;Train;45;0.3194444444444444
SAVEE;Descrete basic emotions;None;Train;46;0.3194444444444444
SAVEE;Descrete basic emotions;None;Train;47;0.31666666666666665
SAVEE;Descrete basic emotions;None;Train;48;0.3194444444444444
SAVEE;Descrete basic emotions;None;Train;49;0.31666666666666665
SAVEE;Descrete basic emotions;None;Train;50;0.3194444444444444
SAVEE;Descrete basic emotions;None;Train;51;0.3194444444444444
SAVEE;Descrete basic emotions;None;Train;52;0.3277777777777778
