dataset;method;preprocessing;n_neighbors;subset;score
Crema-D;base-multi;standardized;3;train;0.6557964522487011
Crema-D;base-multi;standardized;4;train;0.6323239562802365
Crema-D;base-multi;standardized;5;train;0.6084931015946963
Crema-D;base-multi;standardized;6;train;0.5911127038165204
Crema-D;base-multi;standardized;7;train;0.5843038881920802
Crema-D;base-multi;standardized;8;train;0.5841247088335424
Crema-D;base-multi;standardized;9;train;0.5721196918115034
Crema-D;base-multi;standardized;10;train;0.5676402078480559
Crema-D;base-multi;standardized;11;train;0.5617272890163053
Crema-D;base-multi;standardized;12;train;0.5504389894284178
Crema-D;base-multi;standardized;13;train;0.5527683210894105
Crema-D;base-multi;standardized;14;train;0.546676222899122
Crema-D;base-multi;standardized;15;train;0.5420175595771367
Crema-D;base-multi;standardized;16;train;0.5409424834259093
Crema-D;base-multi;standardized;17;train;0.5382547930478409
Crema-D;base-multi;standardized;18;train;0.532879412291704
Crema-D;base-multi;standardized;19;train;0.5309084393477871
Crema-D;base-multi;standardized;20;train;0.5300125425550977
Crema-D;base-multi;standardized;21;train;0.5282207489697187
Crema-D;base-multi;standardized;22;train;0.5249955205160366
Crema-D;base-multi;standardized;23;train;0.5239204443648092
Crema-D;base-multi;standardized;24;train;0.5201576778355134
Crema-D;base-multi;standardized;25;train;0.519082601684286
Crema-D;base-multi;standardized;26;train;0.5169324493818312
Crema-D;base-multi;standardized;27;train;0.5140655796452249
Crema-D;base-multi;standardized;28;train;0.5119154273427701
Crema-D;base-multi;standardized;29;train;0.5154990145135281
Crema-D;base-multi;standardized;30;train;0.5142447590037628
Crema-D;base-multi;standardized;31;train;0.5115570686256943
Crema-D;base-multi;standardized;32;train;0.5104819924744669
Crema-D;base-multi;standardized;33;train;0.5131696828525354
Crema-D;base-multi;standardized;34;train;0.5156781938720659
Crema-D;base-multi;standardized;35;train;0.5126321447769216
Crema-D;base-multi;standardized;36;train;0.5128113241354596
Crema-D;base-multi;standardized;37;train;0.5144239383623007
Crema-D;base-multi;standardized;38;train;0.506898405303709
Crema-D;base-multi;standardized;39;train;0.5029564594158753
Crema-D;base-multi;standardized;40;train;0.5067192259451712
Crema-D;base-multi;standardized;41;train;0.5056441497939438
Crema-D;base-multi;standardized;42;train;0.5009854864719584
Crema-D;base-multi;standardized;43;train;0.4993728722451173
Crema-D;base-multi;standardized;44;train;0.5009854864719584
Crema-D;base-multi;standardized;45;train;0.50170220390611
Crema-D;base-multi;standardized;46;train;0.499910410320731
Crema-D;base-multi;standardized;47;train;0.4991936928865794
Crema-D;base-multi;standardized;48;train;0.5002687690378068
Crema-D;base-multi;standardized;49;train;0.4993728722451173
Crema-D;base-multi;standardized;50;train;0.4974018993012005
Crema-D;base-multi;standardized;51;train;0.4943558502060562
Crema-D;base-multi;standardized;52;train;0.4922056979036015
Crema-D;base-multi;standardized;53;train;0.4929224153377531
Crema-D;base-multi;standardized;54;train;0.4934599534133668
Crema-D;base-multi;standardized;55;train;0.4950725676402079
Crema-D;base-multi;standardized;56;train;0.49489338828167
Crema-D;base-multi;standardized;57;train;0.4936391327719047
Crema-D;base-multi;standardized;58;train;0.4943558502060562
Crema-D;base-multi;standardized;59;train;0.493101594696291
Crema-D;base-multi;standardized;60;train;0.493101594696291
Crema-D;base-multi;standardized;61;train;0.4957892850743594
Crema-D;base-multi;standardized;62;train;0.4916681598279878
Crema-D;base-multi;standardized;63;train;0.4905930836767604
Crema-D;base-multi;standardized;64;train;0.4904139043182225
Crema-D;base-multi;standardized;65;train;0.4909514423938362
Crema-D;base-multi;standardized;66;train;0.4909514423938362
Crema-D;base-multi;standardized;67;train;0.4929224153377531
Crema-D;base-multi;standardized;68;train;0.4922056979036015
Crema-D;base-multi;standardized;69;train;0.4900555456011467
Crema-D;base-multi;standardized;70;train;0.4873678552230783
Crema-D;base-multi;standardized;71;train;0.4868303171474646
Crema-D;base-multi;standardized;72;train;0.4857552409962373
Crema-D;base-multi;standardized;73;train;0.4828883712596309
Crema-D;base-multi;standardized;74;train;0.4846801648450098
Crema-D;base-multi;standardized;75;train;0.4834259093352446
Crema-D;first_try;raw;2;train;0.7736964701666368
Crema-D;first_try;raw;3;train;0.7656333990324314
Crema-D;first_try;raw;4;train;0.7371438810249059
Crema-D;first_try;raw;5;train;0.7256764020784806
Crema-D;first_try;raw;6;train;0.7156423580003584
Crema-D;first_try;raw;7;train;0.7134922056979036
Crema-D;first_try;raw;8;train;0.7088335423759183
Crema-D;first_try;raw;9;train;0.7057874932807741
Crema-D;first_try;raw;10;train;0.7029206235441677
Crema-D;first_try;raw;11;train;0.7014871886758646
Crema-D;first_try;raw;12;train;0.6993370363734098
Crema-D;first_try;raw;13;train;0.6959326285611898
Crema-D;first_try;raw;14;train;0.6968285253538792
Crema-D;first_try;raw;15;train;0.6984411395807203
Crema-D;first_try;raw;16;train;0.6980827808636445
Crema-D;first_try;raw;17;train;0.6955742698441141
Crema-D;first_try;raw;18;train;0.6959326285611898
Crema-D;first_try;raw;19;train;0.6944991936928866
Crema-D;first_try;raw;20;train;0.6937824762587349
Crema-D;first_try;raw;21;train;0.6928865794660455
Crema-D;first_try;raw;22;train;0.6919906826733561
Crema-D;first_try;raw;23;train;0.6914531445977423
Crema-D;first_try;raw;24;train;0.6898405303709013
Crema-D;first_try;raw;25;train;0.6889446335782118
Crema-D;first_try;raw;26;train;0.6884070955025982
Crema-D;first_try;raw;27;train;0.6873320193513707
Crema-D;first_try;raw;28;train;0.6885862748611359
Crema-D;first_try;raw;29;train;0.6882279161440602
Crema-D;first_try;raw;30;train;0.6878695574269844
Crema-D;first_try;raw;31;train;0.6875111987099086
Crema-D;first_try;raw;32;train;0.6873320193513707
Crema-D;first_try;raw;33;train;0.6866153019172191
Crema-D;first_try;raw;34;train;0.6864361225586812
Crema-D;first_try;raw;35;train;0.6857194051245297
Crema-D;first_try;raw;36;train;0.6857194051245297
Crema-D;first_try;raw;37;train;0.6853610464074539
Crema-D;first_try;raw;38;train;0.6848235083318401
Crema-D;first_try;raw;39;train;0.6848235083318401
Crema-D;first_try;raw;40;train;0.6848235083318401
Crema-D;first_try;raw;41;train;0.6858985844830675
Crema-D;first_try;raw;42;train;0.6846443289733023
Crema-D;first_try;raw;43;train;0.6839276115391507
Crema-D;first_try;raw;44;train;0.6842859702562265
Crema-D;first_try;raw;45;train;0.6841067908976886
Crema-D;first_try;raw;46;train;0.6842859702562265
Crema-D;first_try;raw;47;train;0.6844651496147643
Crema-D;first_try;raw;48;train;0.6835692528220749
Crema-D;first_try;raw;49;train;0.6837484321806128
Crema-D;first_try;raw;50;train;0.6832108941049991
Crema-D;first_try;raw;51;train;0.683390073463537
Crema-D;first_try;raw;52;train;0.6830317147464612
Crema-D;first_try;raw;53;train;0.683390073463537
Crema-D;first_try;raw;54;train;0.6828525353879233
Crema-D;first_try;raw;55;train;0.6830317147464612
Crema-D;first_try;raw;56;train;0.683390073463537
Crema-D;first_try;raw;57;train;0.6830317147464612
Crema-D;first_try;raw;58;train;0.6832108941049991
Crema-D;first_try;raw;59;train;0.6826733560293854
Crema-D;first_try;raw;60;train;0.6823149973123096
Crema-D;first_try;raw;61;train;0.6828525353879233
Crema-D;first_try;raw;62;train;0.6832108941049991
Crema-D;first_try;raw;63;train;0.6832108941049991
Crema-D;first_try;raw;64;train;0.6830317147464612
Crema-D;first_try;raw;65;train;0.6832108941049991
Crema-D;first_try;raw;66;train;0.683390073463537
Crema-D;first_try;raw;67;train;0.683390073463537
Crema-D;first_try;raw;68;train;0.6835692528220749
Crema-D;first_try;raw;69;train;0.6835692528220749
Crema-D;first_try;raw;70;train;0.6837484321806128
Crema-D;first_try;raw;71;train;0.6837484321806128
Crema-D;first_try;raw;72;train;0.6839276115391507
Crema-D;first_try;raw;73;train;0.6839276115391507
Crema-D;first_try;raw;74;train;0.6837484321806128
Crema-D;first_try;raw;75;train;0.6835692528220749
Crema-D;first_try;normalized;2;train;0.7738756495251747
Crema-D;first_try;normalized;3;train;0.7643791435226662
Crema-D;first_try;normalized;4;train;0.7400107507615122
Crema-D;first_try;normalized;5;train;0.7287224511736248
Crema-D;first_try;normalized;6;train;0.7194051245296542
Crema-D;first_try;normalized;7;train;0.7136713850564415
Crema-D;first_try;normalized;8;train;0.7104461566027593
Crema-D;first_try;normalized;9;train;0.7082960043003046
Crema-D;first_try;normalized;10;train;0.7048915964880845
Crema-D;first_try;normalized;11;train;0.7018455473929404
Crema-D;first_try;normalized;12;train;0.7000537538075614
Crema-D;first_try;normalized;13;train;0.6998745744490235
Crema-D;first_try;normalized;14;train;0.6996953950904856
Crema-D;first_try;normalized;15;train;0.6987994982977961
Crema-D;first_try;normalized;16;train;0.6959326285611898
Crema-D;first_try;normalized;17;train;0.6955742698441141
Crema-D;first_try;normalized;18;train;0.6932449381831213
Crema-D;first_try;normalized;19;train;0.6939616556172729
Crema-D;first_try;normalized;20;train;0.6909156065221287
Crema-D;first_try;normalized;21;train;0.6896613510123634
Crema-D;first_try;normalized;22;train;0.6914531445977423
Crema-D;first_try;normalized;23;train;0.6910947858806665
Crema-D;first_try;normalized;24;train;0.6907364271635907
Crema-D;first_try;normalized;25;train;0.6910947858806665
Crema-D;first_try;normalized;26;train;0.6885862748611359
Crema-D;first_try;normalized;27;train;0.6880487367855223
Crema-D;first_try;normalized;28;train;0.6880487367855223
Crema-D;first_try;normalized;29;train;0.6889446335782118
Crema-D;first_try;normalized;30;train;0.6878695574269844
Crema-D;first_try;normalized;31;train;0.6878695574269844
Crema-D;first_try;normalized;32;train;0.6880487367855223
Crema-D;first_try;normalized;33;train;0.6873320193513707
Crema-D;first_try;normalized;34;train;0.6860777638416055
Crema-D;first_try;normalized;35;train;0.6862569432001433
Crema-D;first_try;normalized;36;train;0.6858985844830675
Crema-D;first_try;normalized;37;train;0.6842859702562265
Crema-D;first_try;normalized;38;train;0.6844651496147643
Crema-D;first_try;normalized;39;train;0.6853610464074539
Crema-D;first_try;normalized;40;train;0.6844651496147643
Crema-D;first_try;normalized;41;train;0.6844651496147643
Crema-D;first_try;normalized;42;train;0.6841067908976886
Crema-D;first_try;normalized;43;train;0.6850026876903781
Crema-D;first_try;normalized;44;train;0.6841067908976886
Crema-D;first_try;normalized;45;train;0.6853610464074539
Crema-D;first_try;normalized;46;train;0.6848235083318401
Crema-D;first_try;normalized;47;train;0.6855402257659917
Crema-D;first_try;normalized;48;train;0.6846443289733023
Crema-D;first_try;normalized;49;train;0.6848235083318401
Crema-D;first_try;normalized;50;train;0.6848235083318401
Crema-D;first_try;normalized;51;train;0.6846443289733023
Crema-D;first_try;normalized;52;train;0.6846443289733023
Crema-D;first_try;normalized;53;train;0.6842859702562265
Crema-D;first_try;normalized;54;train;0.6848235083318401
Crema-D;first_try;normalized;55;train;0.6842859702562265
Crema-D;first_try;normalized;56;train;0.6837484321806128
Crema-D;first_try;normalized;57;train;0.6835692528220749
Crema-D;first_try;normalized;58;train;0.683390073463537
Crema-D;first_try;normalized;59;train;0.6835692528220749
Crema-D;first_try;normalized;60;train;0.6837484321806128
Crema-D;first_try;normalized;61;train;0.6837484321806128
Crema-D;first_try;normalized;62;train;0.6839276115391507
Crema-D;first_try;normalized;63;train;0.6835692528220749
Crema-D;first_try;normalized;64;train;0.6839276115391507
Crema-D;first_try;normalized;65;train;0.6839276115391507
Crema-D;first_try;normalized;66;train;0.6841067908976886
Crema-D;first_try;normalized;67;train;0.6835692528220749
Crema-D;first_try;normalized;68;train;0.6839276115391507
Crema-D;first_try;normalized;69;train;0.6835692528220749
Crema-D;first_try;normalized;70;train;0.6835692528220749
Crema-D;first_try;normalized;71;train;0.683390073463537
Crema-D;first_try;normalized;72;train;0.683390073463537
Crema-D;first_try;normalized;73;train;0.683390073463537
Crema-D;first_try;normalized;74;train;0.683390073463537
Crema-D;first_try;normalized;75;train;0.6832108941049991
Crema-D;first_try;standardized;2;train;0.8070238308546855
Crema-D;first_try;standardized;3;train;0.8075613689302993
Crema-D;first_try;standardized;4;train;0.77512990503494
Crema-D;first_try;standardized;5;train;0.77512990503494
Crema-D;first_try;standardized;6;train;0.7593621214836049
Crema-D;first_try;standardized;7;train;0.7609747357104462
Crema-D;first_try;standardized;8;train;0.7505823329152481
Crema-D;first_try;standardized;9;train;0.7498656154810965
Crema-D;first_try;standardized;10;train;0.7469987457444902
Crema-D;first_try;standardized;11;train;0.7421609030639671
Crema-D;first_try;standardized;12;train;0.7421609030639671
Crema-D;first_try;standardized;13;train;0.7412650062712776
Crema-D;first_try;standardized;14;train;0.7389356746102849
Crema-D;first_try;standardized;15;train;0.7367855223078301
Crema-D;first_try;standardized;16;train;0.73338111449561
Crema-D;first_try;standardized;17;train;0.73338111449561
Crema-D;first_try;standardized;18;train;0.7344561906468375
Crema-D;first_try;standardized;19;train;0.7314101415516933
Crema-D;first_try;standardized;20;train;0.7299767066833901
Crema-D;first_try;standardized;21;train;0.7306934241175417
Crema-D;first_try;standardized;22;train;0.7292599892492385
Crema-D;first_try;standardized;23;train;0.7271098369467838
Crema-D;first_try;standardized;24;train;0.7290808098907006
Crema-D;first_try;standardized;25;train;0.7281849130980111
Crema-D;first_try;standardized;26;train;0.7274681956638596
Crema-D;first_try;standardized;27;train;0.7269306575882458
Crema-D;first_try;standardized;28;train;0.7260347607955564
Crema-D;first_try;standardized;29;train;0.7254972227199427
Crema-D;first_try;standardized;30;train;0.72316789105895
Crema-D;first_try;standardized;31;train;0.7226303529833363
Crema-D;first_try;standardized;32;train;0.7208385593979574
Crema-D;first_try;standardized;33;train;0.7233470704174879
Crema-D;first_try;standardized;34;train;0.7206593800394194
Crema-D;first_try;standardized;35;train;0.7195843038881921
Crema-D;first_try;standardized;36;train;0.7179716896613509
Crema-D;first_try;standardized;37;train;0.7192259451711163
Crema-D;first_try;standardized;38;train;0.7188675864540405
Crema-D;first_try;standardized;39;train;0.7188675864540405
Crema-D;first_try;standardized;40;train;0.7170757928686615
Crema-D;first_try;standardized;41;train;0.7181508690198889
Crema-D;first_try;standardized;42;train;0.7170757928686615
Crema-D;first_try;standardized;43;train;0.7188675864540405
Crema-D;first_try;standardized;44;train;0.7160007167174341
Crema-D;first_try;standardized;45;train;0.7152839992832826
Crema-D;first_try;standardized;46;train;0.7134922056979036
Crema-D;first_try;standardized;47;train;0.7134922056979036
Crema-D;first_try;standardized;48;train;0.7134922056979036
Crema-D;first_try;standardized;49;train;0.7122379501881383
Crema-D;first_try;standardized;50;train;0.7115212327539867
Crema-D;first_try;standardized;51;train;0.7122379501881383
Crema-D;first_try;standardized;52;train;0.7115212327539867
Crema-D;first_try;standardized;53;train;0.7117004121125247
Crema-D;first_try;standardized;54;train;0.7088335423759183
Crema-D;first_try;standardized;55;train;0.7106253359612973
Crema-D;first_try;standardized;56;train;0.709371080451532
Crema-D;first_try;standardized;57;train;0.7118795914710625
Crema-D;first_try;standardized;58;train;0.7086543630173804
Crema-D;first_try;standardized;59;train;0.7102669772442215
Crema-D;first_try;standardized;60;train;0.7084751836588425
Crema-D;first_try;standardized;61;train;0.7082960043003046
Crema-D;first_try;standardized;62;train;0.7079376455832288
Crema-D;first_try;standardized;63;train;0.7091919010929941
Crema-D;first_try;standardized;64;train;0.7090127217344562
Crema-D;first_try;standardized;65;train;0.7086543630173804
Crema-D;first_try;standardized;66;train;0.7072209281490772
Crema-D;first_try;standardized;67;train;0.7074001075076152
Crema-D;first_try;standardized;68;train;0.7072209281490772
Crema-D;first_try;standardized;69;train;0.7070417487905394
Crema-D;first_try;standardized;70;train;0.7057874932807741
Crema-D;first_try;standardized;71;train;0.7065042107149256
Crema-D;first_try;standardized;72;train;0.7059666726393119
Crema-D;first_try;standardized;73;train;0.7061458519978498
Crema-D;first_try;standardized;74;train;0.7056083139222361
Crema-D;first_try;standardized;75;train;0.7052499552051603
Crema-D;binary;raw;2;train;0.7964522487009497
Crema-D;binary;raw;3;train;0.7959147106253359
Crema-D;binary;raw;4;train;0.761333094427522
Crema-D;binary;raw;5;train;0.7590037627665293
Crema-D;binary;raw;6;train;0.7430567998566565
Crema-D;binary;raw;7;train;0.7461028489518008
Crema-D;binary;raw;8;train;0.7303350654004659
Crema-D;binary;raw;9;train;0.7289016305321627
Crema-D;binary;raw;10;train;0.7235262497760258
Crema-D;binary;raw;11;train;0.7192259451711163
Crema-D;binary;raw;12;train;0.7167174341515857
Crema-D;binary;raw;13;train;0.7161798960759721
Crema-D;binary;raw;14;train;0.7151048199247446
Crema-D;binary;raw;15;train;0.7134922056979036
Crema-D;binary;raw;16;train;0.7088335423759183
Crema-D;binary;raw;17;train;0.707758466224691
Crema-D;binary;raw;18;train;0.7070417487905394
Crema-D;binary;raw;19;train;0.7059666726393119
Crema-D;binary;raw;20;train;0.7074001075076152
Crema-D;binary;raw;21;train;0.7061458519978498
Crema-D;binary;raw;22;train;0.7027414441856298
Crema-D;binary;raw;23;train;0.7054291345636983
Crema-D;binary;raw;24;train;0.6993370363734098
Crema-D;binary;raw;25;train;0.7030998029027056
Crema-D;binary;raw;26;train;0.7002329331660992
Crema-D;binary;raw;27;train;0.7004121125246372
Crema-D;binary;raw;28;train;0.6986203189392582
Crema-D;binary;raw;29;train;0.6984411395807203
Crema-D;binary;raw;30;train;0.6964701666368034
Crema-D;binary;raw;31;train;0.6975452427880309
Crema-D;binary;raw;32;train;0.6943200143343486
Crema-D;binary;raw;33;train;0.6973660634294929
Crema-D;binary;raw;34;train;0.6936032969001971
Crema-D;binary;raw;35;train;0.6962909872782655
Crema-D;binary;raw;36;train;0.6936032969001971
Crema-D;binary;raw;37;train;0.6944991936928866
Crema-D;binary;raw;38;train;0.6941408349758108
Crema-D;binary;raw;39;train;0.6943200143343486
Crema-D;binary;raw;40;train;0.6923490413904319
Crema-D;binary;raw;41;train;0.6950367317685002
Crema-D;binary;raw;42;train;0.6934241175416592
Crema-D;binary;raw;43;train;0.6982619602221825
Crema-D;binary;raw;44;train;0.6937824762587349
Crema-D;binary;raw;45;train;0.6964701666368034
Crema-D;binary;raw;46;train;0.6957534492026518
Crema-D;binary;raw;47;train;0.6955742698441141
Crema-D;binary;raw;48;train;0.6948575524099624
Crema-D;binary;raw;49;train;0.6950367317685002
Crema-D;binary;raw;50;train;0.6936032969001971
Crema-D;binary;raw;51;train;0.6928865794660455
Crema-D;binary;raw;52;train;0.6925282207489697
Crema-D;binary;raw;53;train;0.6934241175416592
Crema-D;binary;raw;54;train;0.6939616556172729
Crema-D;binary;raw;55;train;0.6950367317685002
Crema-D;binary;raw;56;train;0.6966493459953413
Crema-D;binary;raw;57;train;0.6928865794660455
Crema-D;binary;raw;58;train;0.6953950904855761
Crema-D;binary;raw;59;train;0.6932449381831213
Crema-D;binary;raw;60;train;0.6918115033148181
Crema-D;binary;raw;61;train;0.6925282207489697
Crema-D;binary;raw;62;train;0.6943200143343486
Crema-D;binary;raw;63;train;0.6941408349758108
Crema-D;binary;raw;64;train;0.6914531445977423
Crema-D;binary;raw;65;train;0.6932449381831213
Crema-D;binary;raw;66;train;0.6916323239562803
Crema-D;binary;raw;67;train;0.6912739652392045
Crema-D;binary;raw;68;train;0.6894821716538255
Crema-D;binary;raw;69;train;0.6896613510123634
Crema-D;binary;raw;70;train;0.6903780684465151
Crema-D;binary;raw;71;train;0.6907364271635907
Crema-D;binary;raw;72;train;0.6910947858806665
Crema-D;binary;raw;73;train;0.6914531445977423
Crema-D;binary;raw;74;train;0.6891238129367497
Crema-D;binary;raw;75;train;0.6885862748611359
Crema-D;binary;normalized;2;train;0.797527324852177
Crema-D;binary;normalized;3;train;0.792510302813116
Crema-D;binary;normalized;4;train;0.7554201755957713
Crema-D;binary;normalized;5;train;0.754345099444544
Crema-D;binary;normalized;6;train;0.7385773158932091
Crema-D;binary;normalized;7;train;0.738756495251747
Crema-D;binary;normalized;8;train;0.7306934241175417
Crema-D;binary;normalized;9;train;0.7301558860419279
Crema-D;binary;normalized;10;train;0.7233470704174879
Crema-D;binary;normalized;11;train;0.7247805052857911
Crema-D;binary;normalized;12;train;0.7167174341515857
Crema-D;binary;normalized;13;train;0.714567281849131
Crema-D;binary;normalized;14;train;0.7149256405662068
Crema-D;binary;normalized;15;train;0.7140297437735172
Crema-D;binary;normalized;16;train;0.7124171295466762
Crema-D;binary;normalized;17;train;0.7136713850564415
Crema-D;binary;normalized;18;train;0.7084751836588425
Crema-D;binary;normalized;19;train;0.7090127217344562
Crema-D;binary;normalized;20;train;0.7057874932807741
Crema-D;binary;normalized;21;train;0.7095502598100699
Crema-D;binary;normalized;22;train;0.7041748790539331
Crema-D;binary;normalized;23;train;0.7070417487905394
Crema-D;binary;normalized;24;train;0.7023830854685539
Crema-D;binary;normalized;25;train;0.7063250313563877
Crema-D;binary;normalized;26;train;0.7036373409783193
Crema-D;binary;normalized;27;train;0.7004121125246372
Crema-D;binary;normalized;28;train;0.6996953950904856
Crema-D;binary;normalized;29;train;0.698978677656334
Crema-D;binary;normalized;30;train;0.6977244221465687
Crema-D;binary;normalized;31;train;0.6979036015051067
Crema-D;binary;normalized;32;train;0.6961118079197276
Crema-D;binary;normalized;33;train;0.6957534492026518
Crema-D;binary;normalized;34;train;0.6950367317685002
Crema-D;binary;normalized;35;train;0.6959326285611898
Crema-D;binary;normalized;36;train;0.6959326285611898
Crema-D;binary;normalized;37;train;0.6980827808636445
Crema-D;binary;normalized;38;train;0.697186884070955
Crema-D;binary;normalized;39;train;0.6937824762587349
Crema-D;binary;normalized;40;train;0.6948575524099624
Crema-D;binary;normalized;41;train;0.6928865794660455
Crema-D;binary;normalized;42;train;0.6928865794660455
Crema-D;binary;normalized;43;train;0.6918115033148181
Crema-D;binary;normalized;44;train;0.6918115033148181
Crema-D;binary;normalized;45;train;0.6919906826733561
Crema-D;binary;normalized;46;train;0.6914531445977423
Crema-D;binary;normalized;47;train;0.6928865794660455
Crema-D;binary;normalized;48;train;0.6910947858806665
Crema-D;binary;normalized;49;train;0.6925282207489697
Crema-D;binary;normalized;50;train;0.6910947858806665
Crema-D;binary;normalized;51;train;0.6907364271635907
Crema-D;binary;normalized;52;train;0.6905572478050529
Crema-D;binary;normalized;53;train;0.6905572478050529
Crema-D;binary;normalized;54;train;0.6901988890879771
Crema-D;binary;normalized;55;train;0.6910947858806665
Crema-D;binary;normalized;56;train;0.6891238129367497
Crema-D;binary;normalized;57;train;0.6896613510123634
Crema-D;binary;normalized;58;train;0.6880487367855223
Crema-D;binary;normalized;59;train;0.6882279161440602
Crema-D;binary;normalized;60;train;0.6869736606342949
Crema-D;binary;normalized;61;train;0.6876903780684465
Crema-D;binary;normalized;62;train;0.6866153019172191
Crema-D;binary;normalized;63;train;0.6864361225586812
Crema-D;binary;normalized;64;train;0.6878695574269844
Crema-D;binary;normalized;65;train;0.6885862748611359
Crema-D;binary;normalized;66;train;0.6873320193513707
Crema-D;binary;normalized;67;train;0.6875111987099086
Crema-D;binary;normalized;68;train;0.6875111987099086
Crema-D;binary;normalized;69;train;0.6860777638416055
Crema-D;binary;normalized;70;train;0.6876903780684465
Crema-D;binary;normalized;71;train;0.6882279161440602
Crema-D;binary;normalized;72;train;0.6876903780684465
Crema-D;binary;normalized;73;train;0.6876903780684465
Crema-D;binary;normalized;74;train;0.6875111987099086
Crema-D;binary;normalized;75;train;0.6858985844830675
Crema-D;binary;standardized;2;train;0.8333631965597563
Crema-D;binary;standardized;3;train;0.8380218598817416
Crema-D;binary;standardized;4;train;0.7968106074180255
Crema-D;binary;standardized;5;train;0.8034402436839276
Crema-D;binary;standardized;6;train;0.7817595413008421
Crema-D;binary;standardized;7;train;0.7901809711521233
Crema-D;binary;standardized;8;train;0.7719046765812578
Crema-D;binary;standardized;9;train;0.7762049811861673
Crema-D;binary;standardized;10;train;0.7677835513348862
Crema-D;binary;standardized;11;train;0.7736964701666368
Crema-D;binary;standardized;12;train;0.7659917577495072
Crema-D;binary;standardized;13;train;0.7722630352983336
Crema-D;binary;standardized;14;train;0.7652750403153556
Crema-D;binary;standardized;15;train;0.7659917577495072
Crema-D;binary;standardized;16;train;0.7638416054470525
Crema-D;binary;standardized;17;train;0.7659917577495072
Crema-D;binary;standardized;18;train;0.7604371976348324
Crema-D;binary;standardized;19;train;0.7615122737860599
Crema-D;binary;standardized;20;train;0.7554201755957713
Crema-D;binary;standardized;21;train;0.7575703278982261
Crema-D;binary;standardized;22;train;0.7541659200860061
Crema-D;binary;standardized;23;train;0.7554201755957713
Crema-D;binary;standardized;24;train;0.754345099444544
Crema-D;binary;standardized;25;train;0.7557785343128471
Crema-D;binary;standardized;26;train;0.7538075613689303
Crema-D;binary;standardized;27;train;0.7555993549543093
Crema-D;binary;standardized;28;train;0.7545242788030819
Crema-D;binary;standardized;29;train;0.7532700232933166
Crema-D;binary;standardized;30;train;0.7502239741981723
Crema-D;binary;standardized;31;train;0.7514782297079377
Crema-D;binary;standardized;32;train;0.7478946425371797
Crema-D;binary;standardized;33;train;0.7516574090664755
Crema-D;binary;standardized;34;train;0.7459236695932628
Crema-D;binary;standardized;35;train;0.7507615122737861
Crema-D;binary;standardized;36;train;0.745744490234725
Crema-D;binary;standardized;37;train;0.7493280774054829
Crema-D;binary;standardized;38;train;0.745565310876187
Crema-D;binary;standardized;39;train;0.7453861315176492
Crema-D;binary;standardized;40;train;0.7419817237054291
Crema-D;binary;standardized;41;train;0.7437735172908081
Crema-D;binary;standardized;42;train;0.7428776204981186
Crema-D;binary;standardized;43;train;0.745744490234725
Crema-D;binary;standardized;44;train;0.7400107507615122
Crema-D;binary;standardized;45;train;0.7443110553664218
Crema-D;binary;standardized;46;train;0.7405482888371261
Crema-D;binary;standardized;47;train;0.7434151585737323
Crema-D;binary;standardized;48;train;0.7389356746102849
Crema-D;binary;standardized;49;train;0.7421609030639671
Crema-D;binary;standardized;50;train;0.7410858269127396
Crema-D;binary;standardized;51;train;0.7432359792151945
Crema-D;binary;standardized;52;train;0.7416233649883534
Crema-D;binary;standardized;53;train;0.7443110553664218
Crema-D;binary;standardized;54;train;0.7392940333273607
Crema-D;binary;standardized;55;train;0.7412650062712776
Crema-D;binary;standardized;56;train;0.7376814191005197
Crema-D;binary;standardized;57;train;0.7401899301200502
Crema-D;binary;standardized;58;train;0.7382189571761333
Crema-D;binary;standardized;59;train;0.7401899301200502
Crema-D;binary;standardized;60;train;0.7394732126858986
Crema-D;binary;standardized;61;train;0.7412650062712776
Crema-D;binary;standardized;62;train;0.7382189571761333
Crema-D;binary;standardized;63;train;0.7385773158932091
Crema-D;binary;standardized;64;train;0.7373230603834439
Crema-D;binary;standardized;65;train;0.7378605984590575
Crema-D;binary;standardized;66;train;0.7335602938541479
Crema-D;binary;standardized;67;train;0.7373230603834439
Crema-D;binary;standardized;68;train;0.7364271635907543
Crema-D;binary;standardized;69;train;0.7373230603834439
Crema-D;binary;standardized;70;train;0.7371438810249059
Crema-D;binary;standardized;71;train;0.7383981365346712
Crema-D;binary;standardized;72;train;0.7349937287224512
Crema-D;binary;standardized;73;train;0.7360688048736785
Crema-D;binary;standardized;74;train;0.7339186525712238
Crema-D;binary;standardized;75;train;0.7373230603834439
SAVEE;base-multi;raw;2;train;0.6555555555555556
SAVEE;base-multi;raw;3;train;0.5888888888888889
SAVEE;base-multi;raw;4;train;0.5805555555555556
SAVEE;base-multi;raw;5;train;0.5027777777777778
SAVEE;base-multi;raw;6;train;0.4805555555555556
SAVEE;base-multi;raw;7;train;0.45
SAVEE;base-multi;raw;8;train;0.4527777777777778
SAVEE;base-multi;raw;9;train;0.4305555555555556
SAVEE;base-multi;raw;10;train;0.4138888888888889
SAVEE;base-multi;raw;11;train;0.3972222222222222
SAVEE;base-multi;raw;12;train;0.4055555555555556
SAVEE;base-multi;raw;13;train;0.38333333333333336
SAVEE;base-multi;raw;14;train;0.375
